Project Name,Technology Type,Technology Type Category 1,Technology Type Category 2,Rated Power in kW,Duration,Status,Service/Use Case 1,Service/Use Case 2,Service/Use Case 3,Service/Use Case 4,Service/Use Case 5,Service/Use Case 6,Service/Use Case 7,Service/Use Case 8,Service/Use Case 9,Service/Use Case 10,Service/Use Case 11,Service/Use Case 12,Latitude,Longitude,City,State/Province,Country,Street Address,Zip/Mail Code,Description,Web Link 1,Announcement Date,Construction Date,Commissioning Date,Decommissioning Date,ISO/RTO,Utility,Utility Type,Grid Interconnection,Paired Grid Resource,Ownership Model,Equity Owner 1,Equity Owner 1 Percentage,Equity Owner 2,Equity Owner 2 Percentage,Energy Storage Technology Provider,Power Electronics Provider,Integrator Company,O&M Contractor,Developer,EPC 1,EPC 2,EPC 3,Debt Provider,Projected Project Lifetime years,Performance,Capital Expenditure $ ,Operating Expense $/kWh Capacity/Year,Funding Source 1,Funding Source Details 1,Funding Amount 1,Funding Source 2,Funding Source Details 2,Funding Amount 2,Funding Source 3,Funding Source Details 3,Funding Amount 3,Research Institution,Research Description,Research Institution Link,Contact Name,Contact Email,Contact Phone,Contact Street Address,Contact City,Contact State/Province,Contact Zip/Mail Code,Contact Country,Record Created,Last Updated,Black Start,Electric Supply Reserve Capacity - Non-Spinning,Electric Supply Reserve Capacity - Spinning,Load Following (Tertiary Balancing),Ramping ,Voltage Support,Electric Energy Time Shift,Electric Supply Capacity,Transmission Congestion Relief,Transmission Support,Renewables Capacity Firming,Distribution upgrade due to solar,Distribution upgrade due to wind,Transmission upgrades due to solar,Transmission upgrades due to wind,Electric Bill Management,Grid-Connected Commercial (Reliability & Quality) ,Grid-Connected Residential (Reliability),Frequency Regulation,Transportable Transmission/Distribution Upgrade Deferral,Stationary Transmission/Distribution Upgrade Deferral,Onsite Renewable Generation Shifting,Electric Bill Management with Renewables,Renewables Energy Time Shift,On-Site Power,Transportation Services,Microgrid Capability,Resiliency,Demand Response
Black & Veatch World Headquarters Microgrid System,Electrochemical ,Electrochemical ,Electro-chemical,200,1.50,Operational,Electric Bill Management,Electric Bill Management with Renewables,Microgrid Capability,Renewables Capacity Firming,Renewables Energy Time Shift,Resiliency,,,,,,,39,"September 27, 1899",Overland Park,Kansas,United States,11401 Lamar Avenue,66211,"Black & Veatch’s microgrid system generates electricity through a combination of natural gas microturbines, solar energy, geothermal and battery storage at the company’s World Headquarters in Overland Park. The microgrid provides enough clean energy to run the headquarters’ 12,000 square-foot Rodman Innovation Pavilion. It can operate as an independent power source or in support of the traditional electric grid, adding resilience while lowering energy costs. 

The system includes two natural gas-fired microturbines that deliver onsite electrical power and heat generation. During winter months, heat is recovered from the microturbines to support climate control for the World Headquarters, the largest office building in Kansas. A geothermal heat pump system with 15 wells each drilled 500 feet deep also helps heat and cool the Pavilion. The microgrid system also uses battery technology to capture and store energy from generation resources and deliver electricity to the headquarters during times of high electric demand.

The microgrid is capable of producing about 1,300 megawatt hours of power annually. It has three rooftop solar photovoltaic panel groups—monocrystalline, polycrystalline and AC modules that use micro inverters. They provide 50 kilowatts (kW) of electricity at their peak output. The two natural gas-fired microturbines deliver 130 kW of power generation. A 100 kWh lithium-ion battery energy storage system is used. The microgrid system can be islanded from the external electric grid and helps ensure electric supplies in the event of a power outage. The microgrid also provides power to a portion of the 45 electric vehicle charging stations at the World Headquarters.
",https://globenewswire.com/news-release/2015/04/28/729467/0/en/Black-Veatch-Microgrid-System-Begins-Providing-Power-to-World-Headquarters.html,,,DD.04.YYYY,,N/A,Kansas City Power and Light Company,Public Owned,,,Customer-Owned,Black & Veatch,,,,DynaPower,,Black & Veatch and Custom Control,,Black & Veatch,Black & Veatch,,,N/A,,N/A,,,,,,,,,,,,,,,George Minter,MinterGA@bv.com,913-458-8001    913-972-8811,,,,,United States,DD.35.YYYY 18:35:15,DD.38.YYYY 17:38:16,,,,,,,,,,,TRUE,,,,,TRUE,,,,,,,TRUE,TRUE,,,TRUE,TRUE,
Sunrun's Brightbox Residential Energy Storage-Hawaii,Lithium-ion Battery,Lithium-ion Battery,Electro-chemical,0,n/a,Operational,Electric Bill Management,Electric Bill Management with Renewables,Onsite Renewable Generation Shifting,Renewables Capacity Firming,Resiliency,,,,,,,,21,-158,Honolulu,Hawaii,United States,Maunalani Heights,96816,"Sunrun, a residential solar company, announced the first completed installation of its Sunrun BrightBox energy storage system in the state. The Tesla battery holds solar power captured during the day so that it can be used at night.The system costs around $40,000, but after state and federal tax credits it’s closer to $20,000, Sunrun officials said. But they encourage residents to just lease the system with no out-of-pocket costs.Sunrun offers the leasing option now at 19 cents per kilowatt-hour, which is roughly 20 percent less than the current rates with Hawaiian Electric Co.
This installation is a first for the Hawaiian Electric Company’s (HECO) new Customer Self-Supply (CSS) Program. HECO helps Hawaii homeowners get the assistance they need to install a rooftop solar system with solar energy battery storage. That means they can enjoy clean, affordable solar energy anytime, at rates below their current power bill. In addition, by partnering with HECO, Sunrun can provide products like the BrightBox system for affordable monthly payments or a prepaid lease with little to no money down!
",http://www.civilbeat.com/2016/05/solar-power-energy-storage-system-blessed/,,,DD.05.YYYY,,N/A,Hawaiian Electric Company,Investor Owned,,,Utility-Owned,Hawaiian Electric Company,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,Sarah Mier,sarah.mier@sunrunhome.com,415-580-6817,,,,,United States,DD.00.YYYY 16:00:37,DD.16.YYYY 20:16:00,,,,,,,,,,,TRUE,,,,,TRUE,,,,,,TRUE,TRUE,,,,,TRUE,
Mike Hess Brewing- Green Charge Networks,Lithium-ion Battery,Lithium-ion Battery,Electro-chemical,30,2.0,Operational,Electric Bill Management,Electric Energy Time Shift,,,,,,,,,,,33,"September 4, 1899",San Diego,California,United States,3812 Grim Avenue,92104,"Green Charge Networks owns, operates, and maintains the system for Mike Hess Brewing Company over a ten year term. The 30 kW / 60 kWh energy storage system now takes up a spot equivalent to one shipping pallet. Smart control software signals a discharge of the Li-Ion batteries when demand is high and power expensive. During periods of low demand, the system recharges. On average, energy storage at the North Park brewery is projected to reduce demand charges by 35 percent.",http://www.greencharge.net/wp-content/uploads/2015/11/CS_MikeHessBrewing_1113_D.pdf,,,DD.11.YYYY,,CAISO,San Diego Gas and Electric,Investor Owned,,,Third-Party-Owned,Green Charge Networks,,,,Green Charge Networks,,,,,,,,,10,35% Reduction in Demand Charges,,,,,,,,,,,,,,,Anne Smith,asmith@greencharge.net,408-313-8089,,,,,United States,DD.32.YYYY 15:32:32,DD.59.YYYY 17:59:53,,,,,,,TRUE,,,,,,,,,TRUE,,,,,,,,,,,,,
Con Edison Virtual Power Plant - SunPower / Sunverge,Lithium-ion Battery,Electro-chemical,Electro-chemical,1800,2.22,Operational,Electric Energy Time Shift,Microgrid Capability,Onsite Renewable Generation Shifting,Renewables Capacity Firming,Renewables Energy Time Shift,Resiliency,,,,,,,41,"October 18, 1899",Brooklyn,New York,United States,,,"U.S. solar power company SunPower launched a new rooftop solar+storage bundle package designed to create a ‘virtual power plant’ in New York comprising 1.8 MW PV capacity and 4 MWh of battery storage. 

The $15 million project is part of New York’s Reforming the Energy Vision (REV) effort, and sees Sunverge Energy Inc supply its lithium-ion battery storage systems, SunPower leases its solar panels and utility Con Edison manage the stored power’s grid feed.

The Idea behind the project is to integrate more solar energy into the local grid, with Con Edison able to dispatch stored power to customers during peak periods, while if a blackout occurs the energy in the batteries can be used by the homeowners.

This pilot program will be available to more than 300 residential customers in New York’s Brooklyn and Queens boroughs, with Con Edison targeting owner-occupied, single-family homes. Participants that sign up to lease SunPower’s solar systems (ranging from 7 kW to 9 kW) will receive a suitably sized battery from Sunverge – the company is offering its 6 kWh and 19.4 kWh storage systems.",http://www.pv-magazine.com/news/details/beitrag/sunpower--sunverge-collaborate-on-4-mwh-solarstorage-project-in-new-york_100024988/#axzz4BflnUaOx,DD.06.YYYY,,,,NYISO,Consolidated Edison Company of New York (Con Edison),Investor Owned,Secondary Distribution,1.8 MW Solar PV ,Utility-Owned,Con Edison,,,,Sunverge,,SunPower,,,,,,,,,15000000,,State/Provincial/Regional Grant,New York Reforming the Energy Vision (REV),,,,,,,,,,,"Jon Fortune (Director, Regulatory & Energy Services); Sarah Singleton",jfortune@sunverge.com; ssingleton@sunverge.com,,,,,,United States,DD.13.YYYY 23:13:50,DD.27.YYYY 23:27:37,,,,,,,TRUE,,,,TRUE,,,,,,,,,,,TRUE,,TRUE,,,TRUE,TRUE,
Franchise Services - JLM Energy,Valve Regulated Lead-acid Battery,Electro-chemical,Electro-chemical,60,2.0,Operational,Electric Bill Management,Electric Bill Management with Renewables,Electric Energy Time Shift,Onsite Renewable Generation Shifting,Renewables Energy Time Shift,,,,,,,,34,"September 4, 1899",Mission Viejo,California,United States,26722 Plaza Dr,92691,"Franchise Services occupies a 44,000 square foot office building in Mission Viejo and has an annual electricity expenditure of $120,000. The new commercial grade Gridz system combines two 30 kW/60 kWh battery systems with solar panels. The company qualified for California's SGIP rebate as well as the Federal Incentive Tax Credit for energy storage systems. The $450,000 system quickly became a $290,000 system net of tax and incentives. 

Dan Conger, Chief Financial Officer, expects a rapid return on investment. ""We estimate that implementing solar and energy storage will cut our utility expense by 75%,"" Conger said. Our calculations show the break-even point on this system is 48-months.""",http://www.econotimes.com/Mission-Viejo-business-Franchise-Services-invests-in-solar-plus-energy-storage-to-drastically-reduce-utility-bills-and-eliminate-hefty-demand-charges-221561,,,DD.06.YYYY,,CAISO,Southern California Edison,Investor Owned,Secondary Distribution,Solar PV,Customer-Owned,"Franchise Services, Inc.",100,,,JLM Energy,JLM Energy,JLM Energy,,JLM Energy,,,,,,Estimated 4 year payback,450000,,State/Provincial/Regional Grant,Self-Generation Incentive Program (SGIP),,,,,,,,,,,David Wieland; Ellen Howe (JLM Energy); Dan Conger (Franchise Services); Denise Denton (Franchise Services),David.wieland@jlmei.com; ellen.howe@jlmei.com; dconger@franserv.com; ddenton@franserv.com,703-835-5550,,,,,United States,DD.01.YYYY 00:01:36,DD.59.YYYY 21:59:27,,,,,,,TRUE,,,,,,,,,TRUE,,,,,,TRUE,TRUE,TRUE,,,,,
NEC 4 MW / 1 MWh GSS,Lithium-ion Battery,Lithium-ion Battery,Electro-chemical,4000,0.42,Operational,Frequency Regulation,,,,,,,,,,,,34,-118,Westminster ,California,United States,,,"This demo site for Southern California Edison included engineering services for controls and application development.
- Frequency Regulation 
- 4 MW Power Capability
- 1 MWh Energy Capacity
- Two Containers with Integrated Inverters
",https://www.neces.com/our-experience/project/westminster-ca-2/,,,DD.07.YYYY,,CAISO,Southern California Edison,Investor Owned,,,Utility-Owned,Southern California Edison,,,,NEC,,,,,,,,,,N/A,,,,,,,,,,,,,,,Roger Lin,rlin@neces.com,508-497-7261,,,,,United States,DD.59.YYYY 22:59:03,DD.43.YYYY 19:43:05,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,
California State University Chancellor's Office - AMS,Lithium-ion Battery,Electro-chemical,Electro-chemical,250,6.0,Operational,Electric Bill Management,Electric Energy Time Shift,Electric Supply Capacity,,,,,,,,,,34,"September 3, 1899",Long Beach,California,United States,401 Golden Shore,90802,"Construction at the Chancellor’s Office is expected to begin early next year, with commissioning in April 2017.

AMS is installing two other behind-the-meter energy storage systems at the CSU Long Beach campus and Dominguez Hills campus. With a standardized contract and offering, additional campuses will benefit from ease of enrollment into the AMS storage “program.”

http://news.calstate.edu/california-state-university-and-advanced-microgrid-solutions-announce-a-portfolio-of-state-of-the-art-hybrid-electric-buildings/",http://www.dailynews.com/article/LA/20160622/NEWS/160629865,DD.06.YYYY,,DD.04.YYYY,,CAISO,Southern California Edison,Investor Owned,Secondary Distribution,,Third-Party-Owned,-,,,,Tesla,Dynapower,,,Advanced Microgrid Solutions (AMS),,,,,,,,,,,,,,,,,,,,,Jake Monroe,jacobm@advmicrogrid.com ,,,,,,,DD.07.YYYY 01:07:06,DD.47.YYYY 19:47:29,,,,,,,TRUE,TRUE,,,,,,,,TRUE,,,,,,,,,,,,,
One Maritime Plaza - AMS,Lithium-ion Battery,Electro-chemical,Electro-chemical,500,2.0,Operational,Electric Bill Management,Electric Energy Time Shift,Electric Supply Capacity,,,,,,,,,,38,"August 30, 1899",San Francisco,California,United States,300 Clay Street,94111,"Building owner Morgan Stanley Real Estate Investing hired SF-based Advanced Microgrid Solutions, to design, build and operate the project. The 500 kilowatt / 1,000 kilowatt-hour indoor battery system will provide One Maritime Plaza with the ability to store clean energy and control demand from the electric grid. 

The technology enables the building to shift from grid to battery power to conserve electricity in the same way a hybrid-electric car conserves gasoline. The energy storage system at One Maritime Plaza will reduce the building’s peak energy demand by as much as twenty percent.

The project is expected to be completed by January 1, 2018.",http://www.prnewswire.com/news-releases/landmark-skyscraper-one-maritime-plaza-to-become-san-franciscos-first-hybrid-electric-building-300290967.html,DD.06.YYYY,,DD.01.YYYY,,CAISO,Pacific Gas and Electric,Investor Owned,Secondary Distribution,,Third-Party-Owned,Morgan Stanley,,,,Tesla,Dynapower,,,Advanced Microgrid Solutions (AMS),,,,,,The energy storage system will reduce the building’s peak energy demand by as much as twenty percent.,,,,,,,,,,,,,,,Jake Monroe,jacobm@advmicrogrid.com ,,,,,,,DD.18.YYYY 18:18:55,DD.40.YYYY 22:40:43,,,,,,,TRUE,TRUE,,,,,,,,TRUE,,,,,,,,,,,,,
Shedd Aquarium-1MW lithium-ion battery,Lithium-ion Battery,Lithium-ion Battery,Electro-chemical,1000,n/a,Operational,Electric Bill Management,Electric Bill Management with Renewables,Electric Energy Time Shift,Microgrid Capability,,,,,,,,,42,-88,Chicago,Illinois,United States,1200 S Lake Shore Drive,60605,"The aquarium installed a one-megawatt lithium battery weighing 30 tons on May 26. It’s the largest lithium-ion battery installed in any aquarium or zoo in the U.S.
The goal is to cut the aquarium’s energy use in half by 2020. It's part of Shedd's Master Energy Roadmap plan, a green initiative started in 2012. In addition to the installation of the giant battery, the plan calls for replacing 75 percent of the aquarium’s lights with high efficiency LED lights and implementing enhanced automation systems that can adjust electricity use based on real-time shifts in electricity pricing.
The $2 million battery will generate revenue for the Shedd by maintaining the area's electrical grid at a frequency of 60 hertz for the regional transmission organization PJM, which manages the grid. For example, if it's a cloudy day and the city's solar panels aren't generating enough electricity, the battery will distribute extra power. It will also serve as emergency back-up power for the Shedd. 
The massive battery is visible to visitors from the loading dock outside or through the south Abbott Oceanarium window inside.
The battery, along with an adjoining transformer and inverter skid, were funded in part by a $500,000 grant from the Illinois Department of Commerce and Economic Opportunity (IDCEO) and installed by Schneider Electric. The remaining $1.5 million cost was covered by the Missouri-based company EaglePicher, which built the battery.
",http://chicagotonight.wttw.com/2016/06/09/shedd-installs-largest-lithium-ion-battery-any-us-aquarium-or-zoo,,DD.05.YYYY,,,PJM,,,,,Third-Party-Owned,EaglePicher,,,,EaglePicher,,Schneider Electric,,,,,,,,N/A,2000000,,State/Provincial/Regional Grant,Illinois Department of Commerce and Economic Opportunity,500000,Private/Third Party Equity,EaglePicher,1500000,,,,,,,Carol Hanson,carol.hanson@eaglepicher.com,4172081578,,,,,United States,DD.25.YYYY 15:25:09,,,,,,,,TRUE,,,,,,,,,TRUE,,,,,,,TRUE,,,,TRUE,,
Walgreens - Green Charge Network,Lithium-ion Battery,Lithium-ion Battery,Electro-chemical,27,2.37,Operational,Electric Bill Management,Electric Bill Management with Renewables,,,,,,,,,,,41,-74,Yonkers,New York,United States,1220 Nepperhan Ave,10703,"A GreenStation intelligent energy storage system was first installed at a Walgreens retail outlet in Yonkers, New York, near the banks of the Hudson River. The 27 kW / 64 kWh GreenStation is expected to save Walgreens up to 50% in demand charges in the summer when peak demand charges are high.",http://www.forbes.com/sites/peterdetwiler/2014/03/31/green-charge-networks-in-some-markets-cost-effective-energy-storage-is-already-here/#31b7e3c54faf,,,DD.05.YYYY,,NYISO,Consolidated Edison Company of New York (Con Edison),Investor Owned,,,Customer-Owned,Walgreens,,,,,,,,,,,,,,Reduced demand charges by up to 50% per month,,,,,,,,,,,,,,,Anne Smith,asmith@greencharge.net,,,,,,United States,DD.16.YYYY 16:16:25,DD.02.YYYY 19:02:44,,,,,,,,,,,,,,,,TRUE,,,,,,,TRUE,,,,,,
Pueblo Air Cooled Run Test Facility - Calmac,Ice Thermal Storage,Ice Thermal Storage,Thermal Storage,3517,4.0,Operational,Electric Bill Management,Electric Energy Time Shift,Electric Supply Reserve Capacity - Non-Spinning,,,,,,,,,,38,-105,Pueblo,Colorado,United States,101 William White Blvd.,81001,This Pueblo facility is used for AHRI certification tests of air-cooled units from 0 to 200 tons as well as for internal and customer tests to confirm the performance of specific air-cooled water chilling systems of 20 to 500 tons.  CALMAC's IceBank energy storage ice storage system serves as a battery for the facility's air-conditioning system.  The ice storage tanks shift a portion of the facility’s cooling needs to off-peak periods.,http://www.calmac.com/how-energy-storage-works,DD.07.YYYY,,DD.07.YYYY,,N/A,,,,,Customer-Owned,Ingersoll Rand,,,,CALMAC Corp.,,,,,,,,,,RTE 99%,,,,,,,,,,,,,,,Todd Duncan; Jasmine Williams,TDUNCAN@TRANE.COM; jwilliams@calmac.com,,,,,,,DD.14.YYYY 15:14:00,DD.15.YYYY 20:15:14,,TRUE,,,,,TRUE,,,,,,,,,TRUE,,,,,,,,,,,,,
